Name,Description,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Kidney - Medulla,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000228794.8,LINC01128,7.44118,7.79722,4.03224,8.84542,8.72036,11.0974,7.62418,2.97749,4.99265,3.86259,24.4633,21.6524,6.24963,8.51897,3.43053,4.38546,4.53488,3.13051,3.37119,2.63819,6.12182,3.48228,3.63694,8.03918,8.33912,9.1519,5.1439,9.63458,3.20309,9.15318,7.54512,13.471,14.5734,2.14434,3.72885,3.51756,5.95156,3.16177,11.5067,5.93614,6.53078,2.15915,17.6054,7.71973,3.60733,3.8944,4.38776,4.28173,3.31846,8.25073,6.53804,8.48159,5.2752,0.814233
ENSG00000225880.5,LINC00115,4.49025,3.42482,2.75144,6.22513,5.93501,7.81707,7.57255,1.45366,1.42312,2.0434,11.1031,10.961,2.0509,1.73862,1.86624,1.98985,2.04588,1.52533,3.33238,1.84981,4.09892,3.33414,3.92123,9.63749,10.4733,5.75467,4.14717,4.79149,3.82433,4.37835,5.09405,2.75197,1.4636,3.57201,5.97823,2.85093,6.65426,4.87189,1.81704,11.393,12.0389,0.978689,9.09165,12.837,4.15551,4.32534,4.02788,5.87925,2.77518,7.36932,9.10565,9.47076,9.45484,1.25117
ENSG00000230368.2,FAM41C,0.0637281,0.0558683,0.052839,0.0446471,0.0531259,0.0546108,0.0578283,0.0914736,0.123684,0.0990214,0.476029,0.557261,0.157687,0.138049,0.0896856,0.116404,0.1176,0.0865484,0.0716934,0.0682972,0.0747897,0.0311631,0.0365631,0,0.0558384,0.0643189,0.0608095,0.0609922,0.0535303,0.0519181,0.0509536,0.0922433,0.117262,0.0727509,0.0388095,0.0477692,0.0728183,0.0345528,0.219269,0.0658674,0.0647125,0.0280363,0.190396,0.0818491,0.33911,0.214828,0.0762323,0.0314902,0.0652772,0.213682,0.0728441,0.0727369,0.167557,0.0201042
ENSG00000234711.1,TUBB8P11,0.058323,0.0626518,0.0721666,0.0565978,0.0600246,0.0567802,0.099458,0.13485,0.155731,0.129035,0.114703,0.125299,0.186017,0.158922,0.12736,0.156546,0.156073,0.11664,0.0915394,0.0794597,0.0913829,0.0383867,0.0514208,0.0642744,0.0737929,0.0802328,0.106136,0.065544,0.0778114,0.0624307,0.0825539,0.12416,0.144915,0.101226,0.033414,0.0664664,0.0750353,0.0489013,0.113771,0.0583614,0.0679204,0.0366734,0.223415,0.0897227,0.243233,0.171548,0.154761,0.0767638,0.0801318,0.375897,0.0731954,0.0620051,0.123266,0.034503
ENSG00000283040.1,FAM166AP3,0,0,0,0,0,0,0,0.0474165,0.0537531,0.0462217,0,0.0621869,0.0566303,0.0590051,0.0577143,0.0553086,0.0570065,0.0458534,0,0.0506367,0,0,0,0,0.0794796,0,0.0528216,0,0,0,0,0.0440262,0.0531601,0.05033,0,0.0380699,0,0,0.0491328,0,0,0,0.064055,0,0,0,0.0612147,0,0,0.124018,0,0,0,0
ENSG00000272438.1,RP11-54O7.16,0.0911501,0.159096,0.380017,0.327288,0.225259,0.308551,0.755097,0.275316,0.355916,0.407598,0.0767872,0.0963045,0.408067,0.315424,0.384547,0.397106,0.51081,0.331911,0.490643,0.227427,0.173882,0.766473,0.5342,0.3737,0.631157,0.272631,0.251963,0.271462,0.239726,0.29276,1.17106,0.489645,0.0743527,1.29757,2.91963,0.157135,0.331383,0.0863354,0,0.302856,0.129418,0.0416644,1.79233,1.40352,0.347809,0.31982,0.323002,1.5334,0.27598,1.83175,0.47855,0.433913,0.439245,0
ENSG00000230699.2,RP11-54O7.1,0.0802685,0.134465,0.299625,0.289577,0.180549,0.26697,0.615655,0.190098,0.234932,0.216674,0.0674459,0.0871467,0.262396,0.22757,0.214642,0.273721,0.302131,0.191739,0.170452,0.134668,0.169991,0.692076,0.483956,0.302282,0.332898,0.207749,0.210368,0.182422,0.206492,0.213226,0.99319,0.445175,0.0794711,0.720967,2.32991,0.139494,0.288554,0.0780718,0.0500627,0.225078,0.105836,0.0471724,1.07147,0.844267,0.301902,0.328334,0.254547,1.02664,0.233873,1.06211,0.427139,0.352319,0.39797,0.0229721
ENSG00000241180.1,RP11-54O7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223764.2,RP11-54O7.3,0.585387,1.67515,3.80144,5.44154,2.69937,8.53364,13.5045,0.379571,0.412205,0.691141,0.411549,0.567548,0.673752,0.413381,0.909985,2.05914,0.605632,0.592545,2.69415,0.678045,1.49487,1.34957,0.307431,2.2963,3.75935,3.10381,2.5543,4.73043,1.52838,4.63595,11.874,5.32589,0.307457,6.66338,25.1543,1.53688,2.90325,0.600888,0.146141,4.64646,0.611216,0.324505,19.4274,18.8545,0.840421,1.49323,3.56672,17.1972,2.52485,4.52856,4.71544,5.91043,4.17785,0.0336503
ENSG00000187634.11,SAMD11,0.47623,2.93119,3.78499,5.71706,3.10458,7.93191,19.0583,0.532897,0.466223,2.21741,0.426167,0.623498,0.831785,0.502357,0.905649,3.6416,1.06347,1.39336,2.44271,1.18443,1.70441,1.62797,0.0845438,6.07684,9.00414,4.419,4.03554,5.28595,1.31986,5.46896,24.3777,6.88457,0.453113,7.53727,16.4519,1.63191,3.58384,0.702255,0.282002,5.29152,1.79942,0.733945,33.2686,15.9154,0.531438,0.793609,4.90961,17.484,3.4234,6.86414,5.41375,11.2932,6.69566,0.046089
ENSG00000188976.10,NOC2L,52.8614,48.1877,37.1737,55.4916,51.9015,62.564,71.8685,18.3449,27.5604,25.096,82.5664,77.1246,40.7937,45.1354,22.6406,28.535,26.834,21.2427,27.8044,20.9584,58.938,95.0196,94.2063,67.4657,78.6048,54.3265,45.8246,55.9567,76.5064,54.6962,75.6329,29.4253,23.8439,29.3885,44.9638,27.0626,55.2098,49.1503,59.3041,69.7583,64.8659,28.8094,56.967,63.0283,83.1048,90.3199,49.5668,56.1535,42.3818,98.6656,66.7874,77.3884,71.2547,14.9889
ENSG00000187961.13,KLHL17,9.6782,8.96775,7.89155,13.9174,13.3924,10.7404,17.6089,3.04849,5.05848,4.41043,24.0442,29.4899,10.3953,7.6812,4.09669,5.4494,4.35202,4.021,4.05073,3.49978,11.7211,16.0841,15.4147,20.6632,24.6286,12.6209,10.0912,12.838,17.3401,13.0437,14.4333,4.61745,2.81872,8.87554,12.6445,5.68244,15.7378,12.7645,2.22816,9.30667,3.47966,4.77177,20.749,17.1106,16.2588,16.5169,12.4869,21.2398,10.3608,30.7975,15.2282,17.9912,18.2074,3.5812
ENSG00000187583.10,PLEKHN1,0.559729,0.648233,1.92579,0.744398,0.868276,0.717782,4.22114,0.107346,0.100712,0.121139,0.157924,0.182316,0.153947,0.117091,0.119395,0.118439,0.132492,0.126737,0.119489,0.092623,3.18919,1.87062,1.89402,0.988157,1.11231,0.268586,0.789514,0.457838,75.6777,0.5093,2.55747,0.276307,0.181741,1.47964,2.13025,0.425511,2.29507,9.02103,0.429718,0.484862,0.200732,0.598507,0.600868,6.28215,72.6134,67.4026,1.40783,2.03468,1.13771,1.37933,1.31803,0.722009,45.3366,0.496924
ENSG00000187642.9,PERM1,0.367352,0.398707,0.428906,0.388882,0.610026,1.05291,1.7341,0.144356,0.228346,0.142028,0.115655,0.148106,0.236195,0.223383,0.153179,0.1278,0.130712,0.13566,0.103716,0.0919546,1.13951,0.427491,0.460197,1.78742,0.812332,0.320791,0.381949,0.460023,19.8697,0.434117,1.41683,30.0796,61.647,0.796836,0.857978,0.259384,0.743447,3.29825,116.259,0.385027,0.220688,0.182862,0.276967,2.6118,17.5578,17.0286,0.534452,0.699733,0.48986,2.66113,0.467808,0.833465,11.4119,0.172058
ENSG00000272512.1,RP11-54O7.17,5.11007,3.6845,0.602035,8.57386,8.86281,17.8964,5.01377,2.0918,2.83092,4.09348,1.33462,2.25287,4.02114,2.88607,2.10327,2.75265,3.55433,3.80795,1.39962,2.70109,4.56467,0.0691052,0.342878,6.72395,7.159,2.58605,2.27626,2.30804,2.56641,1.78081,6.74743,4.14719,4.42794,1.57926,6.21383,0.718519,3.94063,2.54835,1.53504,6.07282,1.91401,2.64801,6.59713,6.85811,4.61307,4.57134,1.58134,2.02093,1.37293,1.33251,3.50533,5.50473,5.23796,0.0936171
ENSG00000188290.10,HES4,21.7893,24.1876,2.91384,46.6289,64.6104,98.3885,33.0517,16.737,20.6366,31.4588,6.396,8.30454,21.8613,20.2482,11.3086,23.9634,32.541,28.4102,7.74927,15.6502,28.5831,1.22793,8.01004,34.3704,38.233,29.5164,16.2688,34.7925,16.0929,32.3653,57.4059,29.0974,17.2779,11.6553,20.6751,3.213,30.4909,21.7035,4.93452,36.228,10.1186,7.90758,32.6566,47.2438,21.6859,17.949,9.04615,16.3133,9.41045,10.0034,23.2801,39.5351,32.0709,1.20548
ENSG00000187608.8,ISG15,36.5999,35.0093,13.4514,50.7601,43.7416,50.3755,32.9846,43.6096,25.5352,27.3676,8.32202,8.13104,25.6187,31.2238,28.4382,40.8179,22.5282,31.5576,29.7992,29.0058,29.1718,40.3973,611.473,46.4805,38.8129,43.8214,28.5002,34.3499,10.9231,34.3922,23.5057,17.7164,13.6514,21.6433,44.3451,28.9351,66.8682,11.6526,6.40806,38.9186,16.3063,5.40955,29.5311,30.6468,10.4279,11.5368,32.8365,57.4424,17.269,11.6118,34.2481,36.2831,27.0392,28.8048
ENSG00000231702.2,RP11-54O7.10,0,0,0,0,0.283146,0.391011,0.310424,0,0,0,0,0,0,0,0,0,0.151468,0,0,0,0,0,0,0.459078,0,0,0,0,0,0,0.44716,0.156271,0.168333,0,0,0,0,0,0,0,0,0,0.281195,0.306323,0,0.21265,0,0,0,0,0,0.416587,0.316954,0
ENSG00000224969.1,RP11-54O7.11,0.295352,0.227876,0.0866976,0.507062,0.451821,0.617818,0.346724,0.33904,0.4656,0.455264,0.0941926,0.132265,0.604562,0.510808,0.246872,0.607036,0.729432,0.36595,0.114006,0.255219,0.489126,0.0954248,0.422837,1.51817,1.11106,0.34059,0.184856,0.325644,0.169838,0.299196,1.12027,0.240828,0.246808,0.206061,0.529572,0.122417,0.425967,0.204639,0.132629,0.532663,0.24169,0.0714432,0.647325,0.878574,0.53654,0.543049,0.174652,0.221418,0.163103,0.584901,0.385531,0.83381,0.56413,0
ENSG00000188157.14,AGRN,18.5388,21.4757,4.78231,25.2991,25.7741,22.7406,20.0026,18.8474,22.6439,19.735,4.96187,8.11908,44.821,32.5388,15.7125,14.7556,14.7736,18.4247,16.2268,14.3809,30.3693,31.5855,57.0294,34.2921,47.9045,20.6549,19.7968,22.8457,28.3097,19.56,30.2824,9.23281,6.77292,50.3123,74.2338,13.1002,52.31,45.3965,2.40304,23.8917,12.5977,23.5454,17.2636,35.7104,34.2767,31.4487,18.2284,12.4173,21.0876,31.6947,97.4061,28.1304,28.6363,0.575363
ENSG00000217801.9,RP11-465B22.3,0.246035,0.421611,0.224826,0.196514,0.285365,0.138764,0.721019,1.64747,3.53525,2.03717,0.340758,0.367183,4.10567,3.84166,0.872331,1.58296,1.51154,1.55878,0.394712,0.355363,1.43225,0.244609,12.8829,1.137,1.78248,0.325346,1.33055,0.266847,10.173,0.251113,0.992639,0.241175,0.155995,2.7218,7.50692,0.568393,1.84971,3.5643,0.0901901,0.72629,0.255914,1.32171,3.9384,1.82764,2.5184,2.75501,1.44599,2.13452,1.80017,3.37516,2.74924,0.360881,5.00517,0.315675
ENSG00000273443.1,RP11-54O7.18,0.065654,0.0871241,0.0530903,0.0530674,0.0777461,0.0493534,0.0941143,0.148397,0.350368,0.270945,0.0439179,0.0462913,0.78617,0.5145,0.127792,0.205691,0.238805,0.237455,0.0760578,0.0691715,0.198118,0.0847832,4.98486,0.31164,0.100402,0.085501,0.0858755,0.0709505,0.272678,0.060982,0.0812759,0.0713721,0.0723915,0.323643,0.521093,0.239553,0.312992,0.299933,0.0463813,0.218287,0.0696149,0.217393,0.743887,0.1119,0.224614,0.181615,0.0991137,0.0676096,0.116661,0.736255,0.177227,0.07015,0.180478,0
ENSG00000237330.2,RNF223,0.0510094,0.0465082,0.0472266,0.0386425,0.039032,0.0398155,1.11801,0.069917,0.0742518,0.0579398,0.0663908,0.0662076,0.083111,0.0729883,0.0709371,0.0816547,0.0647539,0.06077,0.0540015,0.0552651,0.513666,0.0565354,0.160904,0.238211,0.162289,0.0619572,1.46261,0.0668656,33.1798,0.0674992,0.0540275,0.059616,0.0621323,0.379273,1.1398,0.0523026,0.782084,2.84919,0.0506727,0.0493495,0.044375,0.0966679,0.113076,0.643293,3.87073,5.37451,0.158919,0.0496422,2.62997,0.291268,0.0839522,0.0569785,14.6372,0.0193373
ENSG00000131591.17,C1orf159,9.29582,6.11275,5.07871,7.59848,8.15034,7.57313,10.2893,5.51233,6.87815,6.6231,12.034,12.963,9.72877,8.11919,6.43152,5.30713,7.37683,5.97916,6.26971,4.32624,11.1557,6.37987,7.61776,12.7572,13.5485,8.24555,9.49209,7.93463,10.8745,7.4245,13.4024,3.1409,1.88039,5.85797,7.86911,4.0789,10.6024,8.95526,1.3618,14.3702,9.41922,2.7054,8.82517,14.5482,13.5851,12.9607,8.2143,11.5149,7.66898,41.1168,13.8078,12.6544,12.1459,2.62856
ENSG00000223823.1,LINC01342,0.049341,0.0897819,0.0596234,0.0315457,0.0344756,0.0354115,0.137828,0.0761755,0.0776909,0.0699245,0.0499117,0.0530224,0.082183,0.0761902,0.0751137,0.0788422,0.0689566,0.0673694,0.0621615,0.0727587,0.208202,0.0280355,0.0462798,0.0302903,0.0934047,0.0611075,0.774486,0.0501475,0.0771173,0.0537963,0.177646,0.0711511,0.0758301,0.658523,3.84176,0.084504,0.145974,0.674221,0.0556913,0.0461309,0.0422648,0.271434,0.222304,0.36156,0.0649029,0.0757891,0.851847,0.552623,1.06693,0.159034,0.0636003,0.0410869,0.040777,0.106732
ENSG00000207730.3,MIR200B,0,0,0,0,0,0,0.38558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396192,0,0.635598,0,0,0,0,0.322055,1.24509,0,0,0.373145,0,0,0,0.384376,1.76844,0.569302,0.896069,0.497349,0.416258,0,0.768905,0.377247,0,0,0,0
ENSG00000207607.3,MIR200A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329581,0,0.486521,0,0,0,0,0.281141,0.472385,0,0,0,0,0,0,0.308643,1.51451,0.484621,0.513621,0.368626,0.405791,0,0.566371,0.407005,0,0,0,0
ENSG00000198976.1,MIR429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45917,0,1.31489,0,0,0,0,0.600586,3.00615,0,0,0.98394,0,0,0,0.825108,3.23708,1.43667,0.828399,0.539366,1.44386,0,2.03244,0,0.680664,0,0,0
ENSG00000272141.1,RP11-465B22.8,0.102774,0.281113,0.0783685,0.0732426,0.0739073,0.0525436,3.34014,0.0822593,0.0719308,0.0825781,0.0764688,0.092121,0.0872287,0.0666387,0.0908009,0.0922352,0.0792351,0.0866653,0.0875973,0.0949433,2.5052,0.0507055,0.30224,0.555126,0.611327,0.272979,51.6597,0.0851531,31.2711,0.0963444,5.15363,0.0709272,0.0716598,14.9528,60.2059,0.672876,4.61522,34.0949,0.0594252,0.0857902,0.112263,16.2424,56.9619,37.3471,10.8864,8.37357,38.3503,0.153289,47.2823,1.74634,15.8895,0.146723,8.78745,0.03462
ENSG00000205231.1,TTLL10-AS1,0.565682,1.25983,0.0537954,0.0346082,0.0763074,0.0478422,0.105514,0.0769482,0.0494412,0.117483,0.0429557,0.0523514,0.0612343,0.0561845,0.122268,0.123876,0.0660635,0.0641044,0.0618735,0.0482637,0.80124,0.0175049,0.0248906,0.0859976,0.117169,0.0683357,0.139102,0.0547771,0.136881,0.0530641,1.09698,0.0465527,0.0710278,0.0987,0.279036,0.0391008,0.547111,0.130052,0.0851895,0.13028,0.0336846,0.107087,0.758355,0.166742,0.147552,0.12245,0.175913,0.0820346,0.158771,8.13726,0.146616,0.0779452,0.117702,0.0146896
ENSG00000162571.13,TTLL10,1.36715,1.63653,0.0746875,0.0684255,0.142376,0.107163,0.278031,0.122144,0.0831322,0.187197,0.12014,0.128294,0.0991882,0.079799,0.19656,0.271565,0.0963919,0.103452,0.113484,0.0866781,1.55014,0.0304697,0.0406025,0.224153,0.366573,0.141758,0.323739,0.135613,0.400229,0.138128,6.09546,0.101175,0.167263,0.28507,0.639759,0.069347,1.69574,0.407306,0.184762,0.285097,0.0729442,0.186376,3.62486,0.630598,0.407437,0.385649,0.350849,0.128815,0.340458,80.7543,0.473796,0.194299,0.290457,0.0343699
ENSG00000186891.13,TNFRSF18,1.95338,2.1674,0.294272,0.810066,1.09015,0.281162,1.49735,0.888982,1.89223,0.245562,6.36239,5.06038,2.63398,2.75277,0.508202,0.440855,0.220825,0.314452,0.523924,0.348821,3.04694,0.137432,16.229,2.03029,2.68439,0.495929,5.3021,0.434765,5.08418,0.453179,1.75412,0.303877,0.214656,0.626744,0.899983,0.458,5.81941,5.93526,0.237805,0.831547,0.366594,0.156418,5.83889,3.37094,32.8886,27.644,7.85958,10.8347,1.67958,2.10033,1.28912,0.632917,4.00915,6.31375
ENSG00000186827.10,TNFRSF4,9.23756,15.2584,0.776524,2.56503,2.92234,1.80012,3.82554,0.627776,0.696072,0.433878,1.07042,1.25676,1.51674,1.31074,1.00611,0.59837,0.448421,0.465603,0.672487,0.536857,9.47877,0.11721,11.0029,3.40601,4.07947,2.02461,4.55059,2.15913,1.34158,1.91164,3.20498,2.54039,3.18482,2.10538,4.30445,0.607381,13.8513,2.68277,1.63613,2.41166,1.9558,0.745113,3.07547,6.22104,1.87947,1.92813,7.26452,23.2338,2.75109,0.96684,9.95206,3.07209,2.28543,5.45951
ENSG00000078808.16,SDF4,142.927,135.979,127.243,256.309,196.68,175.522,147.593,39.4457,50.7791,48.6469,192.404,207.253,71.4004,63.2299,45.2969,54.666,51.6292,45.7135,63.0623,46.0056,140.317,260.749,97.6579,192.911,191.64,132.114,137.151,132.785,92.3928,127.557,172.535,114.308,65.7977,79.1873,91.5498,106.336,164.416,124.247,57.0979,153.502,181.946,65.1302,152.41,155.761,115.457,120.928,139.762,136.825,118.86,168.828,180.699,182.485,137.367,64.3248
ENSG00000176022.4,B3GALT6,14.8647,14.8365,12.7458,14.743,16.7567,12.6481,14.8299,10.9376,14.3451,10.0577,13.702,13.0824,15.6484,18.1414,12.5009,14.3328,11.3118,9.18509,10.8194,8.18991,15.9684,29.9052,11.9547,15.7761,20.0345,12.3868,9.85327,11.7923,10.9452,11.6618,18.5873,7.7483,6.40932,7.68876,13.4718,8.79121,15.0709,10.4592,7.08472,18.4557,15.9016,8.31665,18.5498,16.291,15.6651,15.244,11.2732,18.9761,10.7456,13.4474,18.0893,23.0967,13.375,4.41826
ENSG00000184163.3,C1QTNF12,1.84462,3.55398,0.643373,1.73942,1.70663,2.04301,1.86936,0.785709,0.926221,0.521909,2.33502,2.40873,1.13806,1.00726,0.674847,1.61194,0.677909,0.563747,1.03046,0.756617,2.70671,1.7348,1.52111,2.3394,1.99009,2.41302,6.41913,1.81966,2.46967,1.67136,3.20728,0.53868,0.77012,4.81556,2.34742,1.20186,2.37239,0.998311,0.609089,1.68484,1.69191,0.41665,1.6183,1.89315,9.53595,6.74712,9.34181,1.54009,1.50059,7.44135,2.41846,2.0186,2.14424,0.834799
ENSG00000260179.1,RP5-902P8.12,0.614378,0.509674,0.337757,0.697785,0.609101,0.975766,0.841441,0.36809,0.339171,0.395689,1.15713,1.07374,0.433441,0.394187,0.357645,0.341378,0.413352,0.403463,0.527524,0.301147,0.687421,0.429078,0.484236,0.883999,0.907913,0.785428,0.56817,0.695875,0.539304,0.674711,0.890713,0.254369,0.293342,0.614937,0.639178,0.449799,0.987715,0.429717,0.30388,0.811212,0.963136,0.185494,0.597746,0.731352,1.25608,1.27888,0.715448,0.867269,0.445191,0.85604,0.730329,0.929076,0.751374,0.323274
ENSG00000160087.20,UBE2J2,23.5271,22.5084,22.1492,26.5739,25.7684,23.9794,24.9753,12.2649,15.0255,12.7716,34.1059,33.6361,17.5229,18.3453,13.5143,16.0031,13.7987,11.5002,13.6204,12.3794,24.1543,33.9686,28.4656,31.2143,32.4834,27.6305,23.1392,27.3927,27.9039,26.6122,31.126,11.9072,9.70112,16.6817,21.1208,13.5925,27.8618,21.43,15.686,26.9129,28.426,11.1597,31.568,29.4209,27.3218,28.3939,25.8098,33.4676,22.0029,94.4995,30.945,34.8115,26.2318,14.369
ENSG00000230415.1,LINC01786,3.1315,3.35972,4.70245,3.1986,3.33045,2.50346,4.56284,2.63029,3.39327,3.54875,19.1265,25.0418,6.76962,4.6493,3.04402,3.22659,4.54143,2.73736,3.21934,2.57105,4.41634,1.89078,1.54642,5.83603,10.0856,6.7226,3.13095,5.38265,1.86113,5.16263,12.3417,1.85687,1.33771,2.25864,2.68419,2.24901,3.16543,3.58576,1.09729,9.09737,12.6639,1.41869,13.9812,6.21378,2.47431,2.04535,4.77686,5.12534,3.40308,25.8675,6.39581,9.91308,4.87337,0.547205
ENSG00000162572.20,SCNN1D,6.01682,6.45438,6.81546,4.45755,4.97298,2.98611,8.58747,8.52009,10.8,10.3921,46.3472,49.7879,18.1092,14.0365,8.91497,9.55437,12.2812,8.63271,10.5901,7.04286,7.88621,2.15254,1.96201,15.6293,18.8604,11.9507,5.30237,8.68225,3.95372,8.10559,23.1569,3.33291,2.36663,5.24568,6.64096,5.87678,5.35104,5.87308,1.77831,18.2424,22.6687,2.23448,28.5894,13.3085,5.43969,4.67862,9.20995,9.5941,5.88952,61.299,10.3759,16.2312,10.3175,1.2831
ENSG00000131584.18,ACAP3,38.1529,40.295,38.409,35.816,39.0429,37.1808,87.8255,66.6363,82.4064,104.832,529.215,581.398,137.148,101.019,85.8307,54.9926,110.099,89.2905,56.389,37.3416,41.2455,26.5497,22.3836,112.845,105.021,80.8521,47.2763,66.7281,73.4469,64.4334,72.1846,32.288,24.2132,26.9139,23.2914,20.5668,52.93,49.4623,20.5836,65.899,73.7169,14.7578,159.535,69.7435,121.24,106.387,46.2769,53.8922,38.5924,28.8379,56.0144,101.985,100.825,16.8516
ENSG00000278073.1,MIR6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169972.11,PUSL1,12.789,12.2418,17.3402,13.0158,13.5261,12.5437,19.0609,7.3009,9.41987,6.97092,20.2183,19.8431,11.0261,10.6978,7.61583,7.57967,6.93596,6.52588,9.47461,7.148,15.3895,25.4886,19.3828,26.3285,25.1129,13.9644,12.9653,14.7977,28.9483,13.7679,22.2038,8.17626,5.75617,8.66683,9.26247,8.39923,16.0052,20.3928,5.72784,15.101,17.7157,9.08908,28.1894,21.065,28.9835,30.1381,13.3655,16.3,13.5397,23.985,16.4298,25.3949,23.4545,7.46617
ENSG00000127054.20,INTS11,47.2426,43.1969,37.6905,80.8974,66.7787,82.1787,84.0684,19.7516,23.8949,22.9306,125.592,126.564,33.3847,30.6879,22.8089,25.4849,25.3423,20.4193,30.7769,22.0576,52.5831,47.1841,45.0173,122.461,106.027,83.2814,51.2803,75.1574,42.4145,70.7535,105.85,23.7592,22.2901,27.7968,38.5261,20.7793,55.5698,45.9427,34.3267,73.7076,111.247,25.6994,73.8729,81.8806,58.0646,57.5924,52.5156,58.4022,45.1106,98.0441,81.3731,136.773,80.1024,21.2667
ENSG00000283712.1,MIR6727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240731.1,RP5-890O3.9,19.6085,15.8175,13.77,44.2248,34.0032,46.4826,38.329,7.11006,7.60876,8.00707,58.3531,70.2269,11.8048,9.01011,8.25381,8.80641,7.62104,5.95521,11.0125,7.32582,22.8107,12.8911,10.2656,64.6865,57.0538,36.3377,20.6722,33.0462,17.9478,29.5291,51.9302,9.21695,6.87916,10.0607,17.28,6.0497,23.1815,22.3281,10.6075,35.0677,54.3899,11.6447,41.4413,34.5683,26.6286,26.5214,23.0505,20.192,17.2608,16.6891,40.0996,73.0157,36.9038,3.02414
ENSG00000224051.6,CPTP,26.2736,21.8811,23.8403,24.0737,23.9859,21.0617,24.5842,14.0111,20.235,13.9906,23.9364,24.8881,28.2686,26.0624,16.7563,12.7886,14.1723,12.8501,14.7035,14.6726,27.73,22.5426,18.2517,32.6109,31.2843,23.0741,32.548,23.4727,56.6857,23.5599,27.7398,20.1207,50.7828,21.9675,27.5123,40.0903,24.1923,38.6507,21.8866,25.5778,20.5837,10.5527,13.7959,32.5219,43.3601,47.7257,29.8002,31.5509,33.7373,128.299,28.1689,32.3839,39.1535,13.0755
ENSG00000169962.4,TAS1R3,0.506393,0.519879,0.521956,0.485234,0.575544,0.346047,0.520204,0.363716,0.415602,0.398419,2.0062,2.13639,0.606575,0.526003,0.37334,0.4423,0.470267,0.378515,0.395181,0.299847,0.733744,0.21014,1.14087,1.02104,1.18606,0.550698,1.46065,0.495349,1.66655,0.503755,1.47811,0.613137,0.766314,0.450396,0.72747,0.57577,0.970633,2.14434,0.876017,1.16017,0.939043,0.180493,3.14472,0.762484,0.634737,0.712587,2.88212,5.80259,0.689365,2.12172,1.33398,0.927422,1.41623,0.91979
ENSG00000107404.19,DVL1,58.5204,52.2172,64.1901,69.1409,65.6685,69.4959,75.9941,67.3811,87.3668,59.3679,101.895,108.098,100.083,92.0035,63.2803,53.9581,66.854,51.4209,51.4718,47.6241,61.5696,63.704,24.0276,89.5066,92.6478,86.5355,57.7789,77.1996,89.0043,78.4817,113.117,38.3586,44.6852,31.2657,43.7654,34.4933,72.1086,65.7887,151.391,129.268,87.607,39.2363,84.6851,76.7857,82.5212,83.0429,49.8895,46.8494,65.764,135.589,86.6709,95.3127,84.9668,10.1634
ENSG00000284372.1,MIR6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
